name,bftId,level,office,party,evidence,sourceUrl,source,links,handleSource,stance,votingRecord,redLineCheck,researchNotes,addedBy,related
Vern Buchanan,pol-2594ddcc,National,"US Representative, FL-16",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Vern+Buchanan; x.com/vernbuchanan,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Elise M. Stefanik,pol-026c9637,National,"US Representative, NY-21",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Elise+M.+Stefanik; x.com/elisestefanik,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Andy Barr,pol-1f2f58c6,National,"US Representative, KY-6",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 1 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Andy+Barr; x.com/andybarr,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Michael Guest,pol-2962eb11,National,"US Representative, MS-3",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Michael+Guest; x.com/michaelguest,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 22/22 = 100% pro-Israel. Voted YEA on every one of the 22 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Mike Garcia,pol-0ba8c8fb,National,"US Representative, CA-27",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Mike+Garcia; x.com/realmikegarcia,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Thomas H. Kean,pol-280d7ce8,National,"US Representative, NJ-7",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Thomas+H.+Kean; x.com/thomaskean,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Andrew R. Garbarino,pol-bc26e040,National,"US Representative, NY-2",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Andrew+R.+Garbarino; x.com/andrewgarbarino,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Nathaniel Moran,pol-bb456d8d,National,"US Representative, TX-1",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Nathaniel+Moran; x.com/nathanielmoran,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Carlos A. Gimenez,pol-0e62505e,National,"US Representative, FL-28",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 1 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Carlos+A.+Gimenez; x.com/carlos_gimenez,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 20/20 = 100% pro-Israel. Voted YEA on every one of the 20 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
John W. Rose,pol-e67f9c07,National,"US Representative, TN-6",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=John+W.+Rose; x.com/johnrose,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 22/22 = 100% pro-Israel. Voted YEA on every one of the 22 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Pete Sessions,pol-ee359ba4,National,"US Representative, TX-17",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Pete+Sessions; x.com/petesessions,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 26/26 = 100% pro-Israel. Voted YEA on every one of the 26 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Michael K. Simpson,pol-b72c5d77,National,"US Representative, ID-2",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Michael+K.+Simpson; x.com/michaelsimpson,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 30/30 = 100% pro-Israel. Voted YEA on every one of the 30 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Dan Newhouse,pol-b2958e37,National,"US Representative, WA-4",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Dan+Newhouse; x.com/dannewhouse,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 28/28 = 100% pro-Israel. Voted YEA on every one of the 28 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Christopher H. Smith,pol-fad1b7c1,National,"US Representative, NJ-4",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Christopher+H.+Smith,,pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Doug LaMalfa,pol-11ff06ef,National,"US Representative, CA-1",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Doug+LaMalfa; x.com/douglamalfa,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 27/27 = 100% pro-Israel. Voted YEA on every one of the 27 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
